idTerytGmina,idTerytWojewodztwo,Wojewodztwo,Powiat,Gmina,GminaTyp,idTypPodmiotu,Typ Podmiotu,idKategoriaUczniow,Kategoria uczniów,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30 i więcej
201011,2,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,M,1,Przedszkole,1,Dzieci lub młodzież,48,342,441,435,445,15,1,,,,,,,,,,,,,,,,,,,,,,
201011,2,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,M,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,1,387,407,425,430,439,504,473,278,29,6,1,,,,,,,,,,,,,
201011,2,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,M,14,Liceum ogólnokształcące,1,Dzieci lub młodzież,,,,,,,,,,,,,154,327,269,270,226,3,2,,,,,,,,,,
201011,2,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,M,14,Liceum ogólnokształcące,2,Dorośli,,,,,,,,,,,,,,,,8,44,28,25,12,8,6,5,1,1,2,1,1,22
201011,2,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,M,16,Technikum,1,Dzieci lub młodzież,,,,,,,,,,,,,239,467,393,357,295,318,11,,,,,,,,,,
201011,2,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,M,19,Szkoła policealna,3,Bez kategorii,,,,,,,,,,,,,,,,,3,20,27,28,22,21,25,20,10,2,3,3,96
201011,2,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,M,20,Szkoła specjalna przysposabiająca do pracy,1,Dzieci lub młodzież,,,,,,,,,,,,,,,4,6,5,4,4,6,4,2,,,,,,,
201011,2,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,M,85,Szkoła muzyczna I stopnia,3,Bez kategorii,,,,,2,15,12,22,21,16,15,11,8,5,4,3,1,1,1,,,,,,,,,,
201011,2,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,M,93,Branżowa szkoła I stopnia,1,Dzieci lub młodzież,,,,,,,,,,,,,79,162,194,153,41,17,1,,,,,,,,,,
201011,2,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,M,94,Branżowa szkoła II stopnia,3,Bez kategorii,,,,,,,,,,,,,,,,6,17,7,1,3,1,,1,,,,,,
201022,2,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,Gm,1,Przedszkole,1,Dzieci lub młodzież,10,89,114,119,148,3,,,,,,,,,,,,,,,,,,,,,,,
201022,2,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,Gm,3,Oddział przedszkolny w szkole podstawowej,1,Dzieci lub młodzież,2,7,18,6,8,,,,,,,,,,,,,,,,,,,,,,,,
201022,2,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,Gm,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,1,126,141,101,122,138,133,130,71,8,1,,,,,,,,,,,,,,
201032,2,DOLNOŚLĄSKIE,bolesławiecki,Gromadka,Gm,1,Przedszkole,1,Dzieci lub młodzież,,21,20,22,22,,,,,,,,,,,,,,,,,,,,,,,,
201032,2,DOLNOŚLĄSKIE,bolesławiecki,Gromadka,Gm,3,Oddział przedszkolny w szkole podstawowej,1,Dzieci lub młodzież,,9,18,18,23,3,,,,,,,,,,,,,,,,,,,,,,,
201032,2,DOLNOŚLĄSKIE,bolesławiecki,Gromadka,Gm,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,1,48,44,46,52,41,39,58,40,10,,,,,,,,,,,,,,,
201043,2,DOLNOŚLĄSKIE,bolesławiecki,Nowogrodziec,M-Gm,1,Przedszkole,1,Dzieci lub młodzież,6,95,114,115,92,7,,,,,,,,,,,,,,,,,,,,,,,
201043,2,DOLNOŚLĄSKIE,bolesławiecki,Nowogrodziec,M-Gm,3,Oddział przedszkolny w szkole podstawowej,1,Dzieci lub młodzież,,,,38,66,2,,,,,,,,,,,,,,,,,,,,,,,
201043,2,DOLNOŚLĄSKIE,bolesławiecki,Nowogrodziec,M-Gm,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,,165,150,148,140,145,149,160,101,3,1,,,,,,,,,,,,,,
201052,2,DOLNOŚLĄSKIE,bolesławiecki,Osiecznica,Gm,1,Przedszkole,1,Dzieci lub młodzież,9,54,75,76,53,1,,,,,,,,,,,,,,,,,,,,,,,
201052,2,DOLNOŚLĄSKIE,bolesławiecki,Osiecznica,Gm,3,Oddział przedszkolny w szkole podstawowej,1,Dzieci lub młodzież,,,2,14,16,1,,,,,,,,,,,,,,,,,,,,,,,
201052,2,DOLNOŚLĄSKIE,bolesławiecki,Osiecznica,Gm,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,,80,77,93,86,72,91,98,38,4,,,,,,,,,,,,,,,
201062,2,DOLNOŚLĄSKIE,bolesławiecki,Warta Bolesławiecka,Gm,1,Przedszkole,1,Dzieci lub młodzież,3,29,15,17,4,,,,,,,,,,,,,,,,,,,,,,,,
201062,2,DOLNOŚLĄSKIE,bolesławiecki,Warta Bolesławiecka,Gm,3,Oddział przedszkolny w szkole podstawowej,1,Dzieci lub młodzież,,10,21,61,91,5,,,,,,,,,,,,,,,,,,,,,,,
201062,2,DOLNOŚLĄSKIE,bolesławiecki,Warta Bolesławiecka,Gm,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,2,99,100,81,107,74,100,110,62,12,4,3,1,,,,,,,,,,,,
201062,2,DOLNOŚLĄSKIE,bolesławiecki,Warta Bolesławiecka,Gm,81,Punkt przedszkolny,1,Dzieci lub młodzież,1,22,20,,,,,,,,,,,,,,,,,,,,,,,,,,
202011,2,DOLNOŚLĄSKIE,dzierżoniowski,Bielawa,M,1,Przedszkole,1,Dzieci lub młodzież,16,196,224,280,232,13,1,,,,,,,,,,,,,,,,,,,,,,
202011,2,DOLNOŚLĄSKIE,dzierżoniowski,Bielawa,M,3,Oddział przedszkolny w szkole podstawowej,1,Dzieci lub młodzież,,,,6,13,1,,,,,,,,,,,,,,,,,,,,,,,
202011,2,DOLNOŚLĄSKIE,dzierżoniowski,Bielawa,M,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,9,221,246,227,259,254,289,282,144,17,2,1,,,,,,,,,,,,,
202011,2,DOLNOŚLĄSKIE,dzierżoniowski,Bielawa,M,14,Liceum ogólnokształcące,1,Dzieci lub młodzież,,,,,,,,,,,,,57,99,70,77,81,8,4,,,1,,,,,,,
202011,2,DOLNOŚLĄSKIE,dzierżoniowski,Bielawa,M,16,Technikum,1,Dzieci lub młodzież,,,,,,,,,,,,,60,87,76,66,70,49,,,,,,,,,,,
202011,2,DOLNOŚLĄSKIE,dzierżoniowski,Bielawa,M,81,Punkt przedszkolny,1,Dzieci lub młodzież,1,2,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,
202011,2,DOLNOŚLĄSKIE,dzierżoniowski,Bielawa,M,93,Branżowa szkoła I stopnia,1,Dzieci lub młodzież,,,,,,,,,,,,,10,31,55,35,16,6,1,,,,,,,,,,
202021,2,DOLNOŚLĄSKIE,dzierżoniowski,Dzierżoniów,M,1,Przedszkole,1,Dzieci lub młodzież,18,238,286,308,324,16,,,,,,,,,,,,,,,,,,,,,,,
202021,2,DOLNOŚLĄSKIE,dzierżoniowski,Dzierżoniów,M,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,7,273,299,291,316,295,318,327,162,22,5,2,3,,,,,,,,,,,,
202021,2,DOLNOŚLĄSKIE,dzierżoniowski,Dzierżoniów,M,14,Liceum ogólnokształcące,1,Dzieci lub młodzież,,,,,,,,,,,,,136,263,257,221,193,,,,,,,,,,,,
202021,2,DOLNOŚLĄSKIE,dzierżoniowski,Dzierżoniów,M,14,Liceum ogólnokształcące,2,Dorośli,,,,,,,,,,,,,,,1,17,47,25,27,10,10,7,5,3,2,2,,1,16
202021,2,DOLNOŚLĄSKIE,dzierżoniowski,Dzierżoniów,M,16,Technikum,1,Dzieci lub młodzież,,,,,,,,,,,,1,138,257,229,220,230,222,18,2,,,,,,,,,
202021,2,DOLNOŚLĄSKIE,dzierżoniowski,Dzierżoniów,M,19,Szkoła policealna,3,Bez kategorii,,,,,,,,,,,,,,,,1,1,4,15,20,12,12,12,9,6,5,5,3,120
202021,2,DOLNOŚLĄSKIE,dzierżoniowski,Dzierżoniów,M,20,Szkoła specjalna przysposabiająca do pracy,1,Dzieci lub młodzież,,,,,,,,,,,,,,2,1,,4,2,3,4,1,,,,,,,,
202021,2,DOLNOŚLĄSKIE,dzierżoniowski,Dzierżoniów,M,85,Szkoła muzyczna I stopnia,3,Bez kategorii,,,,,,2,12,14,16,14,16,6,4,2,,,,,,,,,,,,,,,
202021,2,DOLNOŚLĄSKIE,dzierżoniowski,Dzierżoniów,M,93,Branżowa szkoła I stopnia,1,Dzieci lub młodzież,,,,,,,,,,,,,27,82,102,83,22,9,4,,3,1,,,,,,,1
202033,2,DOLNOŚLĄSKIE,dzierżoniowski,Pieszyce,M-Gm,1,Przedszkole,1,Dzieci lub młodzież,6,75,70,66,74,,,,,,,,,,,,,,,,,,,,,,,,
202033,2,DOLNOŚLĄSKIE,dzierżoniowski,Pieszyce,M-Gm,3,Oddział przedszkolny w szkole podstawowej,1,Dzieci lub młodzież,,4,6,11,7,,,,,,,,,,,,,,,,,,,,,,,,
202033,2,DOLNOŚLĄSKIE,dzierżoniowski,Pieszyce,M-Gm,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,,84,92,72,88,88,85,86,34,2,2,,,,,,,,,,,,,,
202041,2,DOLNOŚLĄSKIE,dzierżoniowski,Piława Górna,M,1,Przedszkole,1,Dzieci lub młodzież,,32,43,51,46,1,,,,,,,,,,,,,,,,,,,,,,,
202041,2,DOLNOŚLĄSKIE,dzierżoniowski,Piława Górna,M,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,1,60,55,58,53,58,59,60,32,9,3,2,5,2,,,,,,,,,,,
202041,2,DOLNOŚLĄSKIE,dzierżoniowski,Piława Górna,M,20,Szkoła specjalna przysposabiająca do pracy,1,Dzieci lub młodzież,,,,,,,,,,,,,,,,,1,,2,2,,1,,,,,,,
202052,2,DOLNOŚLĄSKIE,dzierżoniowski,Dzierżoniów,Gm,1,Przedszkole,1,Dzieci lub młodzież,,33,37,48,45,,,,,,,,,,,,,,,,,,,,,,,,
202052,2,DOLNOŚLĄSKIE,dzierżoniowski,Dzierżoniów,Gm,3,Oddział przedszkolny w szkole podstawowej,1,Dzieci lub młodzież,,9,12,15,17,,,,,,,,,,,,,,,,,,,,,,,,
202052,2,DOLNOŚLĄSKIE,dzierżoniowski,Dzierżoniów,Gm,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,3,51,67,65,71,63,71,61,22,5,,1,1,,,,,,,,,,,,
202052,2,DOLNOŚLĄSKIE,dzierżoniowski,Dzierżoniów,Gm,20,Szkoła specjalna przysposabiająca do pracy,1,Dzieci lub młodzież,,,,,,,,,,,,,,,,,1,,1,,3,,,,,,,,
202062,2,DOLNOŚLĄSKIE,dzierżoniowski,Łagiewniki,Gm,1,Przedszkole,1,Dzieci lub młodzież,1,51,48,51,,,,,,,,,,,,,,,,,,,,,,,,,
202062,2,DOLNOŚLĄSKIE,dzierżoniowski,Łagiewniki,Gm,3,Oddział przedszkolny w szkole podstawowej,1,Dzieci lub młodzież,,2,6,15,61,,,,,,,,,,,,,,,,,,,,,,,,
202062,2,DOLNOŚLĄSKIE,dzierżoniowski,Łagiewniki,Gm,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,2,70,71,67,69,69,64,79,52,1,,,,,,,,,,,,,,,
202073,2,DOLNOŚLĄSKIE,dzierżoniowski,Niemcza,M-Gm,1,Przedszkole,1,Dzieci lub młodzież,1,24,38,27,36,,,,,,,,,,,,,,,,,,,,,,,,
202073,2,DOLNOŚLĄSKIE,dzierżoniowski,Niemcza,M-Gm,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,1,41,41,39,42,50,37,54,33,1,,,,,,,,,,,,,,,
203011,2,DOLNOŚLĄSKIE,głogowski,Głogów,M,1,Przedszkole,1,Dzieci lub młodzież,44,579,579,662,644,14,5,,,,,,,,,,,,,,,,,,,,,,
203011,2,DOLNOŚLĄSKIE,głogowski,Głogów,M,3,Oddział przedszkolny w szkole podstawowej,1,Dzieci lub młodzież,,5,12,7,7,,,,,,,,,,,,,,,,,,,,,,,,
203011,2,DOLNOŚLĄSKIE,głogowski,Głogów,M,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,5,642,678,648,759,732,805,795,465,38,21,13,14,,1,,,,,,,,,,
203011,2,DOLNOŚLĄSKIE,głogowski,Głogów,M,3,Szkoła podstawowa,2,Dorośli,,,,,,,,,,,,,,,1,1,1,2,1,,,1,,,,1,,,4
203011,2,DOLNOŚLĄSKIE,głogowski,Głogów,M,14,Liceum ogólnokształcące,1,Dzieci lub młodzież,,,,,,,,,,,,,179,443,490,400,325,3,,,,,,,,,,,
203011,2,DOLNOŚLĄSKIE,głogowski,Głogów,M,14,Liceum ogólnokształcące,2,Dorośli,,,,,,,,,,,,,,1,20,56,133,77,71,35,15,15,12,13,9,7,7,7,135
203011,2,DOLNOŚLĄSKIE,głogowski,Głogów,M,16,Technikum,1,Dzieci lub młodzież,,,,,,,,,,,,,261,477,506,433,435,385,15,1,,,,,,,,,
203011,2,DOLNOŚLĄSKIE,głogowski,Głogów,M,19,Szkoła policealna,3,Bez kategorii,,,,,,,,,,,,,,,,,1,34,91,104,93,71,70,43,28,25,21,20,579
203011,2,DOLNOŚLĄSKIE,głogowski,Głogów,M,20,Szkoła specjalna przysposabiająca do pracy,1,Dzieci lub młodzież,,,,,,,,,,,,,,,,3,1,7,5,9,8,3,,,,,,,
203011,2,DOLNOŚLĄSKIE,głogowski,Głogów,M,85,Szkoła muzyczna I stopnia,3,Bez kategorii,,,,,,13,17,26,18,20,15,8,4,2,4,,,,,,,,,,,,,,
203011,2,DOLNOŚLĄSKIE,głogowski,Głogów,M,86,Szkoła muzyczna II stopnia,3,Bez kategorii,,,,,,,,,,,4,6,5,4,7,7,3,1,,,,,,,,,,,
203011,2,DOLNOŚLĄSKIE,głogowski,Głogów,M,93,Branżowa szkoła I stopnia,1,Dzieci lub młodzież,,,,,,,,,,,,,98,223,205,193,42,17,8,,1,,,,,,,,
203022,2,DOLNOŚLĄSKIE,głogowski,Głogów,Gm,1,Przedszkole,1,Dzieci lub młodzież,4,19,16,29,23,,,,,,,,,,,,,,,,,,,,,,,,
203022,2,DOLNOŚLĄSKIE,głogowski,Głogów,Gm,3,Oddział przedszkolny w szkole podstawowej,1,Dzieci lub młodzież,1,17,25,37,16,2,,,,,,,,,,,,,,,,,,,,,,,
203022,2,DOLNOŚLĄSKIE,głogowski,Głogów,Gm,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,,69,52,67,51,49,56,46,26,4,,,,,,,,,,,,,,,
203032,2,DOLNOŚLĄSKIE,głogowski,Jerzmanowa,Gm,1,Przedszkole,1,Dzieci lub młodzież,1,58,52,48,51,2,,,,,,,,,,,,,,,,,,,,,,,
203032,2,DOLNOŚLĄSKIE,głogowski,Jerzmanowa,Gm,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,,52,68,52,64,90,56,69,34,1,,,,,,,,,,,,,,,
203042,2,DOLNOŚLĄSKIE,głogowski,Kotla,Gm,1,Przedszkole,1,Dzieci lub młodzież,2,15,23,25,28,1,1,,,,,,,,,,,,,,,,,,,,,,
203042,2,DOLNOŚLĄSKIE,głogowski,Kotla,Gm,3,Oddział przedszkolny w szkole podstawowej,1,Dzieci lub młodzież,2,3,5,11,10,,,,,,,,,,,,,,,,,,,,,,,,
203042,2,DOLNOŚLĄSKIE,głogowski,Kotla,Gm,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,,42,40,36,35,46,44,47,33,3,,,,,,,,,,,,,,,
203052,2,DOLNOŚLĄSKIE,głogowski,Pęcław,Gm,3,Oddział przedszkolny w szkole podstawowej,1,Dzieci lub młodzież,3,12,13,19,16,,,,,,,,,,,,,,,,,,,,,,,,
203052,2,DOLNOŚLĄSKIE,głogowski,Pęcław,Gm,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,,13,14,13,15,21,28,18,11,3,,,,,,,,,,,,,,,
203062,2,DOLNOŚLĄSKIE,głogowski,Żukowice,Gm,3,Oddział przedszkolny w szkole podstawowej,1,Dzieci lub młodzież,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,
203062,2,DOLNOŚLĄSKIE,głogowski,Żukowice,Gm,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,,34,38,33,36,24,36,56,19,,,,,,,,,,,,,,,,
203062,2,DOLNOŚLĄSKIE,głogowski,Żukowice,Gm,81,Punkt przedszkolny,1,Dzieci lub młodzież,4,12,21,22,,,,,,,,,,,,,,,,,,,,,,,,,
204013,2,DOLNOŚLĄSKIE,górowski,Góra,M-Gm,1,Przedszkole,1,Dzieci lub młodzież,11,146,156,180,164,3,,,,,,,,,,,,,,,,,,,,,,,
204013,2,DOLNOŚLĄSKIE,górowski,Góra,M-Gm,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,,174,190,154,172,160,213,173,127,9,,1,,1,,,,,,,,,,,
204013,2,DOLNOŚLĄSKIE,górowski,Góra,M-Gm,14,Liceum ogólnokształcące,1,Dzieci lub młodzież,,,,,,,,,,,,,51,111,83,58,45,,,,,,,,,,,,
204013,2,DOLNOŚLĄSKIE,górowski,Góra,M-Gm,14,Liceum ogólnokształcące,2,Dorośli,,,,,,,,,,,,,,,,6,5,10,8,8,5,4,2,1,2,2,1,1,11
204013,2,DOLNOŚLĄSKIE,górowski,Góra,M-Gm,16,Technikum,1,Dzieci lub młodzież,,,,,,,,,,,,,41,91,82,92,66,66,2,,,,,,,,,,
204013,2,DOLNOŚLĄSKIE,górowski,Góra,M-Gm,19,Szkoła policealna,3,Bez kategorii,,,,,,,,,,,,,,,,,,1,5,5,6,4,6,,2,1,2,,18
204013,2,DOLNOŚLĄSKIE,górowski,Góra,M-Gm,93,Branżowa szkoła I stopnia,1,Dzieci lub młodzież,,,,,,,,,,,,,10,45,47,68,19,6,1,,,,,,,,,,
204013,2,DOLNOŚLĄSKIE,górowski,Góra,M-Gm,94,Branżowa szkoła II stopnia,3,Bez kategorii,,,,,,,,,,,,,,,,2,7,5,2,,,,,,,,,,
204022,2,DOLNOŚLĄSKIE,górowski,Jemielno,Gm,3,Oddział przedszkolny w szkole podstawowej,1,Dzieci lub młodzież,,,,9,21,2,,,,,,,,,,,,,,,,,,,,,,,
204022,2,DOLNOŚLĄSKIE,górowski,Jemielno,Gm,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,,28,32,15,35,24,30,22,27,,,,,,,,,,,,,,,,
204022,2,DOLNOŚLĄSKIE,górowski,Jemielno,Gm,81,Punkt przedszkolny,1,Dzieci lub młodzież,1,12,14,17,,,,,,,,,,,,,,,,,,,,,,,,,
204032,2,DOLNOŚLĄSKIE,górowski,Niechlów,Gm,1,Przedszkole,1,Dzieci lub młodzież,2,20,35,38,38,,,,,,,,,,,,,,,,,,,,,,,,
204032,2,DOLNOŚLĄSKIE,górowski,Niechlów,Gm,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,1,32,40,41,41,47,36,43,26,4,,,,,,,,,,,,,,,
204043,2,DOLNOŚLĄSKIE,górowski,Wąsosz,M-Gm,1,Przedszkole,1,Dzieci lub młodzież,,26,28,27,26,,,,,,,,,,,,,,,,,,,,,,,,
204043,2,DOLNOŚLĄSKIE,górowski,Wąsosz,M-Gm,3,Oddział przedszkolny w szkole podstawowej,1,Dzieci lub młodzież,,,,13,37,1,,,,,,,,,,,,,,,,,,,,,,,
204043,2,DOLNOŚLĄSKIE,górowski,Wąsosz,M-Gm,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,1,44,56,70,71,70,82,75,62,3,1,,,,,,,,,,,,,,
204043,2,DOLNOŚLĄSKIE,górowski,Wąsosz,M-Gm,20,Szkoła specjalna przysposabiająca do pracy,1,Dzieci lub młodzież,,,,,,,,,,,,,,,,2,2,,5,4,,,,,,,,,
204043,2,DOLNOŚLĄSKIE,górowski,Wąsosz,M-Gm,81,Punkt przedszkolny,1,Dzieci lub młodzież,1,21,23,23,,,,,,,,,,,,,,,,,,,,,,,,,
204043,2,DOLNOŚLĄSKIE,górowski,Wąsosz,M-Gm,93,Branżowa szkoła I stopnia,1,Dzieci lub młodzież,,,,,,,,,,,,,,,4,5,5,2,,,,,,,,,,,
205011,2,DOLNOŚLĄSKIE,jaworski,Jawor,M,1,Przedszkole,1,Dzieci lub młodzież,9,157,193,212,227,6,3,,,,,,,,,,,,,,,,,,,,,,
205011,2,DOLNOŚLĄSKIE,jaworski,Jawor,M,3,Oddział przedszkolny w szkole podstawowej,1,Dzieci lub młodzież,,,1,5,4,1,,,,,,,,,,,,,,,,,,,,,,,
205011,2,DOLNOŚLĄSKIE,jaworski,Jawor,M,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,3,214,221,182,223,209,232,229,178,9,3,3,3,,,,,,,,,,,,
205011,2,DOLNOŚLĄSKIE,jaworski,Jawor,M,14,Liceum ogólnokształcące,1,Dzieci lub młodzież,,,,,,,,,,,,,54,103,93,82,72,1,,,,,,,,,,,
205011,2,DOLNOŚLĄSKIE,jaworski,Jawor,M,16,Technikum,1,Dzieci lub młodzież,,,,,,,,,,,,,35,91,94,106,89,85,5,,,,,,,,,,
205011,2,DOLNOŚLĄSKIE,jaworski,Jawor,M,19,Szkoła policealna,3,Bez kategorii,,,,,,,,,,,,,,,,,,1,2,,,,,,1,1,1,,26
205011,2,DOLNOŚLĄSKIE,jaworski,Jawor,M,20,Szkoła specjalna przysposabiająca do pracy,1,Dzieci lub młodzież,,,,,,,,,,,,,,,1,2,,1,2,2,3,3,,,,,,,
205011,2,DOLNOŚLĄSKIE,jaworski,Jawor,M,93,Branżowa szkoła I stopnia,1,Dzieci lub młodzież,,,,,,,,,,,,,26,95,98,77,35,4,1,1,,,,,,,,,
205023,2,DOLNOŚLĄSKIE,jaworski,Bolków,M-Gm,1,Przedszkole,1,Dzieci lub młodzież,1,21,22,24,24,,,,,,,,,,,,,,,,,,,,,,,,
205023,2,DOLNOŚLĄSKIE,jaworski,Bolków,M-Gm,3,Oddział przedszkolny w szkole podstawowej,1,Dzieci lub młodzież,1,25,32,67,55,,,,,,,,,,,,,,,,,,,,,,,,
205023,2,DOLNOŚLĄSKIE,jaworski,Bolków,M-Gm,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,,78,75,76,77,71,92,100,72,6,1,,,,,,,,,,,,,,
205023,2,DOLNOŚLĄSKIE,jaworski,Bolków,M-Gm,16,Technikum,1,Dzieci lub młodzież,,,,,,,,,,,,,8,32,36,43,35,29,1,1,,,,,,,,,
205023,2,DOLNOŚLĄSKIE,jaworski,Bolków,M-Gm,81,Punkt przedszkolny,1,Dzieci lub młodzież,3,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
205032,2,DOLNOŚLĄSKIE,jaworski,Męcinka,Gm,1,Przedszkole,1,Dzieci lub młodzież,7,39,46,50,33,,,,,,,,,,,,,,,,,,,,,,,,
205032,2,DOLNOŚLĄSKIE,jaworski,Męcinka,Gm,3,Oddział przedszkolny w szkole podstawowej,1,Dzieci lub młodzież,,5,11,7,,,,,,,,,,,,,,,,,,,,,,,,,
205032,2,DOLNOŚLĄSKIE,jaworski,Męcinka,Gm,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,5,55,46,40,45,43,47,62,25,2,,,,,,,,,,,,,,,
205042,2,DOLNOŚLĄSKIE,jaworski,Mściwojów,Gm,1,Przedszkole,1,Dzieci lub młodzież,,16,16,17,10,,,,,,,,,,,,,,,,,,,,,,,,
205042,2,DOLNOŚLĄSKIE,jaworski,Mściwojów,Gm,3,Oddział przedszkolny w szkole podstawowej,1,Dzieci lub młodzież,,,,8,24,1,,,,,,,,,,,,,,,,,,,,,,,
205042,2,DOLNOŚLĄSKIE,jaworski,Mściwojów,Gm,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,1,29,27,43,27,27,40,40,16,2,,,,,,,,,,,,,,,
205052,2,DOLNOŚLĄSKIE,jaworski,Paszowice,Gm,1,Przedszkole,1,Dzieci lub młodzież,3,20,21,26,12,,,,,,,,,,,,,,,,,,,,,,,,
205052,2,DOLNOŚLĄSKIE,jaworski,Paszowice,Gm,3,Oddział przedszkolny w szkole podstawowej,1,Dzieci lub młodzież,,,,,8,1,,,,,,,,,,,,,,,,,,,,,,,
205052,2,DOLNOŚLĄSKIE,jaworski,Paszowice,Gm,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,,32,34,27,25,37,27,27,12,3,,,,,,,,,,,,,,,
205062,2,DOLNOŚLĄSKIE,jaworski,Wądroże Wielkie,Gm,1,Przedszkole,1,Dzieci lub młodzież,,19,18,32,18,,,,,,,,,,,,,,,,,,,,,,,,
205062,2,DOLNOŚLĄSKIE,jaworski,Wądroże Wielkie,Gm,3,Oddział przedszkolny w szkole podstawowej,1,Dzieci lub młodzież,,,,6,18,,,,,,,,,,,,,,,,,,,,,,,,
205062,2,DOLNOŚLĄSKIE,jaworski,Wądroże Wielkie,Gm,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,,35,29,36,47,47,34,48,18,,,,,,,,,,,,,,,,
206011,2,DOLNOŚLĄSKIE,karkonoski,Karpacz,M,1,Przedszkole,1,Dzieci lub młodzież,8,35,29,34,45,1,,,,,,,,,,,,,,,,,,,,,,,
206011,2,DOLNOŚLĄSKIE,karkonoski,Karpacz,M,3,Oddział przedszkolny w szkole podstawowej,1,Dzieci lub młodzież,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
206011,2,DOLNOŚLĄSKIE,karkonoski,Karpacz,M,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,,45,44,48,57,47,55,50,38,1,,,,,,,,,,,,,,,
206011,2,DOLNOŚLĄSKIE,karkonoski,Karpacz,M,14,Liceum ogólnokształcące,1,Dzieci lub młodzież,,,,,,,,,,,,,20,35,20,19,10,,,,,,,,,,,,
206011,2,DOLNOŚLĄSKIE,karkonoski,Karpacz,M,16,Technikum,1,Dzieci lub młodzież,,,,,,,,,,,,,18,19,11,23,13,18,2,,,,,,,,,,
206011,2,DOLNOŚLĄSKIE,karkonoski,Karpacz,M,93,Branżowa szkoła I stopnia,1,Dzieci lub młodzież,,,,,,,,,,,,,,5,11,10,12,5,1,,,,,,,,,,
206021,2,DOLNOŚLĄSKIE,karkonoski,Kowary,M,1,Przedszkole,1,Dzieci lub młodzież,3,57,45,53,41,,,,,,,,,,,,,,,,,,,,,,,,
206021,2,DOLNOŚLĄSKIE,karkonoski,Kowary,M,3,Oddział przedszkolny w szkole podstawowej,1,Dzieci lub młodzież,,,6,12,26,1,,,,,,,,,,,,,,,,,,,,,,,
206021,2,DOLNOŚLĄSKIE,karkonoski,Kowary,M,3,Szkoła podstawowa,1,Dzieci lub młodzież,,,,,,75,70,83,87,73,75,89,46,5,,,,,,,,,,,,,,,
206021,2,DOLNOŚLĄSKIE,karkonoski,Kowary,M,14,Liceum ogólnokształcące,1,Dzieci lub młodzież,,,,,,,,,,,,,5,13,10,16,6,,,,,,,,,,,,
206021,2,DOLNOŚLĄSKIE,karkonoski,Kowary,M,93,Branżowa szkoła I stopnia,1,Dzieci lub młodzież,,,,,,,,,,,,,9,11,21,15,8,,,,,,,,,,,,
